CustomerID,MesReferencia,LoginsMensais,TicketsSuporte,NPS
C00927,2024-10-01,21,1,8
C00927,2024-07-01,17,0,8
C00927,2024-05-01,27,1,7
C00927,2024-09-01,18,0,7
C00928,2024-09-01,21,0,7
C00928,2024-08-01,22,0,4
C00928,2024-06-01,26,2,7
C00928,2024-04-01,14,2,5
C00928,2024-12-01,20,0,7
C00928,2024-03-01,22,1,9
C00929,2024-10-01,28,1,6
C00929,2024-08-01,29,2,6
C00929,2024-04-01,14,1,7
C00929,2024-02-01,26,2,10
C00929,2024-11-01,21,0,9
C00929,2024-06-01,16,1,5
C00929,2024-03-01,19,1,8
C00929,2024-12-01,21,2,6
C00930,2024-11-01,16,0,9
C00930,2024-07-01,21,1,5
C00930,2024-06-01,24,1,7
C00930,2024-08-01,21,2,5
C00930,2024-10-01,24,1,6
C00930,2024-04-01,16,0,6
C00931,2024-10-01,16,3,6
C00931,2024-07-01,16,0,9
C00931,2024-09-01,19,1,5
C00931,2024-01-01,17,2,7
C00931,2024-04-01,24,2,8
C00931,2024-05-01,12,3,5
C00931,2024-11-01,19,1,8
C00931,2024-12-01,17,0,4
C00931,2024-06-01,20,2,9
C00931,2024-02-01,16,1,7
C00931,2024-03-01,17,0,7
C00931,2024-08-01,19,1,6
C00932,2024-01-01,24,2,6
C00932,2024-10-01,18,0,6
C00932,2024-04-01,22,2,7
C00932,2024-05-01,22,0,5
C00932,2024-07-01,27,0,8
C00932,2024-11-01,20,0,9
C00932,2024-12-01,15,2,7
C00932,2024-03-01,16,2,6
C00932,2024-06-01,18,1,5
C00933,2024-11-01,17,0,7
C00933,2024-06-01,17,2,5
C00933,2024-10-01,21,2,6
C00933,2024-09-01,17,0,6
C00933,2024-03-01,27,0,9
C00933,2024-12-01,31,0,7
C00933,2024-02-01,23,1,7
C00933,2024-05-01,30,2,10
C00933,2024-04-01,25,0,4
C00934,2024-03-01,21,2,4
C00934,2024-11-01,23,1,3
C00934,2024-10-01,18,0,6
C00934,2024-01-01,21,0,6
C00934,2024-07-01,16,0,7
C00934,2024-06-01,23,0,3
C00934,2024-04-01,23,1,6
C00934,2024-09-01,18,0,7
C00934,2024-05-01,24,1,8
C00934,2024-08-01,20,1,6
C00934,2024-02-01,12,0,10
C00934,2024-12-01,24,0,9
C00935,2024-09-01,19,1,10
C00935,2024-11-01,14,1,8
C00935,2024-06-01,13,5,7
C00935,2024-01-01,18,1,4
C00935,2024-08-01,20,1,8
C00935,2024-04-01,30,3,6
C00936,2024-02-01,21,2,4
C00936,2024-12-01,18,2,6
C00936,2024-04-01,25,1,7
C00936,2024-11-01,24,1,10
C00936,2024-03-01,17,0,8
C00936,2024-01-01,16,1,10
C00936,2024-05-01,18,2,6
C00936,2024-08-01,14,1,3
C00936,2024-07-01,27,0,9
C00936,2024-06-01,21,1,8
C00936,2024-09-01,11,0,6
C00937,2024-05-01,22,1,6
C00937,2024-03-01,30,2,8
C00937,2024-12-01,16,0,7
C00937,2024-09-01,22,1,7
C00937,2024-01-01,25,2,1
C00937,2024-06-01,17,0,6
C00937,2024-11-01,13,0,9
C00938,2024-10-01,14,1,4
C00938,2024-06-01,13,1,9
C00938,2024-05-01,18,2,5
C00938,2024-12-01,20,1,7
C00938,2024-08-01,22,0,5
C00938,2024-03-01,23,0,6
C00938,2024-11-01,20,2,5
C00938,2024-09-01,16,1,4
C00938,2024-02-01,23,0,6
C00938,2024-04-01,24,0,6
C00939,2024-11-01,18,1,5
C00939,2024-04-01,25,2,7
C00939,2024-05-01,19,0,6
C00939,2024-07-01,18,0,5
C00939,2024-10-01,20,2,6
C00939,2024-08-01,21,1,6
C00939,2024-02-01,17,1,9
C00939,2024-09-01,25,1,4
C00939,2024-06-01,19,1,7
C00939,2024-01-01,19,0,3
C00939,2024-12-01,19,1,8
C00940,2024-11-01,23,0,5
C00940,2024-06-01,20,1,7
C00940,2024-03-01,24,0,6
C00940,2024-04-01,23,1,9
C00940,2024-10-01,19,0,8
C00940,2024-05-01,15,2,4
C00940,2024-02-01,17,2,6
C00940,2024-09-01,20,2,5
C00940,2024-12-01,17,0,5
C00940,2024-01-01,20,3,6
C00940,2024-08-01,29,0,9
C00941,2024-07-01,24,2,8
C00941,2024-08-01,28,1,6
C00941,2024-03-01,22,1,7
C00941,2024-04-01,21,1,5
C00941,2024-12-01,21,2,4
C00941,2024-06-01,20,2,4
C00942,2024-12-01,9,1,4
C00942,2024-10-01,18,0,8
C00942,2024-06-01,23,1,4
C00942,2024-02-01,18,0,9
C00942,2024-09-01,18,1,8
C00942,2024-11-01,14,1,6
C00943,2024-04-01,24,0,7
C00943,2024-10-01,19,3,6
C00943,2024-01-01,17,2,4
C00943,2024-05-01,21,2,3
C00943,2024-12-01,17,0,3
C00943,2024-08-01,20,1,4
C00943,2024-09-01,24,1,7
C00943,2024-03-01,21,1,7
C00943,2024-11-01,18,3,4
C00944,2024-05-01,12,1,9
C00944,2024-04-01,18,0,7
C00944,2024-03-01,21,0,5
C00944,2024-12-01,17,2,6
C00944,2024-07-01,21,1,9
C00944,2024-02-01,21,1,4
C00945,2024-01-01,23,2,5
C00945,2024-02-01,17,3,8
C00945,2024-08-01,14,0,5
C00945,2024-11-01,17,0,5
C00945,2024-07-01,15,5,10
C00945,2024-03-01,23,2,7
C00945,2024-04-01,23,0,6
C00945,2024-12-01,21,1,8
C00945,2024-05-01,29,0,5
C00945,2024-10-01,21,1,10
C00945,2024-06-01,19,1,7
C00945,2024-09-01,26,0,10
C00946,2024-04-01,18,1,6
C00946,2024-02-01,26,4,8
C00946,2024-05-01,14,0,7
C00946,2024-07-01,18,2,8
C00946,2024-06-01,15,0,6
C00946,2024-08-01,27,1,6
C00946,2024-10-01,12,2,6
C00946,2024-01-01,18,2,7
C00946,2024-09-01,18,0,6
C00946,2024-03-01,14,1,5
C00946,2024-11-01,19,0,8
C00946,2024-12-01,20,0,5
C00947,2024-12-01,15,2,4
C00947,2024-02-01,21,1,8
C00947,2024-05-01,18,2,7
C00947,2024-07-01,27,3,9
C00947,2024-06-01,23,1,3
C00947,2024-09-01,21,0,7
C00947,2024-11-01,14,1,6
C00948,2024-03-01,23,0,6
C00948,2024-09-01,13,1,9
C00948,2024-07-01,18,0,2
C00948,2024-01-01,28,1,6
C00948,2024-12-01,14,1,6
C00948,2024-04-01,16,0,10
C00948,2024-11-01,23,3,2
C00948,2024-05-01,15,1,6
C00949,2024-02-01,22,1,6
C00949,2024-10-01,26,1,4
C00949,2024-05-01,19,1,7
C00949,2024-01-01,17,0,6
C00949,2024-12-01,18,0,1
C00949,2024-04-01,15,1,4
C00949,2024-09-01,18,1,10
C00949,2024-06-01,15,2,7
C00949,2024-07-01,16,0,7
C00949,2024-11-01,26,0,9
C00949,2024-08-01,23,2,5
C00949,2024-03-01,23,1,7
C00950,2024-09-01,15,0,7
C00950,2024-01-01,19,0,8
C00950,2024-08-01,23,2,8
C00950,2024-12-01,17,1,7
C00950,2024-05-01,12,2,7
C00950,2024-06-01,23,0,5
C00951,2024-03-01,17,0,5
C00951,2024-07-01,15,0,4
C00951,2024-09-01,20,0,6
C00951,2024-02-01,21,1,7
C00951,2024-08-01,13,0,9
C00951,2024-04-01,26,3,7
C00951,2024-05-01,25,1,7
C00951,2024-12-01,15,0,8
C00951,2024-11-01,19,2,7
C00951,2024-10-01,22,1,4
C00952,2024-04-01,19,2,7
C00952,2024-03-01,17,0,9
C00952,2024-01-01,18,0,7
C00952,2024-02-01,19,0,7
C00952,2024-10-01,16,3,2
C00952,2024-07-01,23,2,3
C00952,2024-09-01,25,3,6
C00953,2024-01-01,13,0,9
C00953,2024-02-01,13,0,7
C00953,2024-06-01,24,2,5
C00953,2024-11-01,22,1,7
C00953,2024-10-01,11,0,5
C00953,2024-04-01,20,0,2
C00953,2024-05-01,25,1,8
C00953,2024-07-01,29,0,3
C00953,2024-12-01,17,3,3
C00953,2024-08-01,20,2,6
C00953,2024-09-01,19,0,7
C00954,2024-12-01,25,1,5
C00954,2024-05-01,11,2,9
C00954,2024-09-01,18,0,3
C00954,2024-07-01,14,0,8
C00954,2024-08-01,22,1,8
C00954,2024-04-01,19,1,7
C00954,2024-11-01,30,1,8
C00954,2024-02-01,12,0,7
C00954,2024-06-01,18,0,6
C00954,2024-03-01,17,1,7
C00954,2024-01-01,20,1,7
C00954,2024-10-01,24,1,8
C00955,2024-01-01,23,0,6
C00955,2024-05-01,16,1,10
C00955,2024-07-01,20,0,6
C00955,2024-04-01,15,0,7
C00955,2024-08-01,19,1,5
C00955,2024-03-01,30,0,5
C00955,2024-09-01,27,0,6
C00955,2024-12-01,19,1,6
C00956,2024-06-01,22,0,4
C00956,2024-11-01,15,2,10
C00956,2024-10-01,17,1,5
C00956,2024-12-01,23,1,6
C00956,2024-07-01,18,1,5
C00956,2024-08-01,20,0,6
C00956,2024-02-01,22,3,4
C00956,2024-04-01,26,1,7
C00957,2024-05-01,22,1,9
C00957,2024-07-01,30,1,8
C00957,2024-03-01,22,2,7
C00957,2024-04-01,27,1,7
C00957,2024-11-01,20,0,7
C00957,2024-09-01,15,2,7
C00957,2024-08-01,22,1,8
C00957,2024-10-01,19,0,7
C00957,2024-06-01,20,0,4
C00957,2024-02-01,16,1,8
C00958,2024-12-01,21,1,4
C00958,2024-11-01,28,1,6
C00958,2024-04-01,27,1,7
C00958,2024-08-01,25,1,3
C00958,2024-01-01,18,0,8
C00958,2024-10-01,23,0,6
C00958,2024-06-01,16,1,4
C00958,2024-07-01,20,1,8
C00959,2024-03-01,11,1,5
C00959,2024-06-01,23,2,6
C00959,2024-05-01,20,2,6
C00959,2024-04-01,21,3,5
C00959,2024-02-01,16,2,8
C00959,2024-10-01,20,2,8
C00959,2024-11-01,12,0,5
C00959,2024-07-01,16,0,9
C00959,2024-12-01,19,1,5
C00959,2024-08-01,24,2,10
C00960,2024-04-01,22,1,4
C00960,2024-10-01,21,0,7
C00960,2024-12-01,23,0,7
C00960,2024-06-01,27,1,1
C00960,2024-08-01,26,0,9
C00960,2024-11-01,26,0,3
C00960,2024-09-01,18,2,8
C00960,2024-02-01,22,2,6
C00960,2024-05-01,15,2,5
C00960,2024-01-01,19,0,9
C00960,2024-07-01,20,2,6
C00961,2024-11-01,17,0,8
C00961,2024-07-01,19,1,9
C00961,2024-08-01,20,0,9
C00961,2024-04-01,21,1,6
C00961,2024-05-01,20,0,7
C00961,2024-12-01,13,0,6
C00961,2024-10-01,29,0,6
C00961,2024-01-01,17,1,7
C00962,2024-10-01,21,3,5
C00962,2024-12-01,18,1,7
C00962,2024-05-01,15,1,2
C00962,2024-11-01,30,0,3
C00962,2024-03-01,17,1,3
C00962,2024-09-01,18,0,7
C00962,2024-04-01,16,0,8
C00962,2024-06-01,17,0,3
C00962,2024-07-01,22,1,8
C00962,2024-01-01,18,1,8
C00963,2024-09-01,25,0,8
C00963,2024-03-01,25,0,5
C00963,2024-05-01,29,2,7
C00963,2024-11-01,20,1,7
C00963,2024-04-01,18,1,10
C00963,2024-02-01,25,3,7
C00963,2024-12-01,17,1,6
C00964,2024-02-01,18,0,5
C00964,2024-04-01,16,1,4
C00964,2024-06-01,22,2,6
C00964,2024-01-01,21,0,1
C00964,2024-10-01,23,1,7
C00964,2024-09-01,23,0,4
C00965,2024-05-01,21,0,6
C00965,2024-12-01,18,0,4
C00965,2024-03-01,16,0,5
C00965,2024-08-01,25,0,7
C00965,2024-11-01,31,1,5
C00965,2024-02-01,15,0,3
C00965,2024-10-01,14,0,6
C00966,2024-02-01,17,0,9
C00966,2024-01-01,22,1,6
C00966,2024-05-01,19,3,5
C00966,2024-07-01,24,2,3
C00966,2024-04-01,15,0,10
C00966,2024-10-01,17,0,3
C00966,2024-08-01,30,0,8
C00966,2024-03-01,24,0,5
C00966,2024-12-01,16,0,5
C00966,2024-06-01,22,1,9
C00967,2024-11-01,28,0,5
C00967,2024-05-01,22,1,10
C00967,2024-04-01,27,1,5
C00967,2024-06-01,14,0,2
C00967,2024-08-01,21,1,4
C00967,2024-01-01,21,1,8
C00967,2024-09-01,26,2,8
C00967,2024-12-01,25,0,4
C00967,2024-10-01,17,0,5
C00968,2024-08-01,15,2,8
C00968,2024-10-01,20,2,7
C00968,2024-03-01,11,0,4
C00968,2024-12-01,18,1,1
C00968,2024-01-01,24,1,10
C00968,2024-09-01,23,0,10
C00968,2024-02-01,21,0,8
C00968,2024-06-01,18,1,9
C00968,2024-04-01,21,1,7
C00968,2024-11-01,28,0,2
C00968,2024-05-01,19,1,4
C00969,2024-11-01,20,1,9
C00969,2024-02-01,15,0,2
C00969,2024-09-01,24,1,4
C00969,2024-12-01,20,2,7
C00969,2024-07-01,19,0,10
C00969,2024-08-01,21,3,5
C00969,2024-05-01,21,1,6
C00969,2024-06-01,16,1,7
C00969,2024-01-01,15,1,7
C00969,2024-04-01,24,1,10
C00970,2024-08-01,21,0,8
C00970,2024-02-01,16,0,5
C00970,2024-03-01,20,1,8
C00970,2024-04-01,19,2,9
C00970,2024-10-01,23,1,7
C00970,2024-07-01,17,0,8
C00970,2024-05-01,21,1,5
C00970,2024-06-01,17,0,7
C00970,2024-01-01,19,1,7
C00971,2024-11-01,18,1,7
C00971,2024-04-01,18,2,6
C00971,2024-09-01,16,1,8
C00971,2024-12-01,27,2,3
C00971,2024-05-01,27,1,7
C00971,2024-03-01,17,1,3
C00971,2024-08-01,22,2,7
C00971,2024-07-01,19,1,6
C00971,2024-06-01,23,2,10
C00971,2024-01-01,24,1,8
C00972,2024-08-01,19,1,8
C00972,2024-09-01,15,1,5
C00972,2024-10-01,24,1,9
C00972,2024-06-01,19,0,7
C00972,2024-12-01,33,0,6
C00972,2024-07-01,16,1,7
C00972,2024-11-01,21,0,10
C00972,2024-05-01,26,2,9
C00973,2024-04-01,22,2,2
C00973,2024-06-01,18,0,6
C00973,2024-01-01,19,1,7
C00973,2024-07-01,25,2,6
C00973,2024-02-01,17,2,10
C00973,2024-12-01,27,1,8
C00974,2024-03-01,25,1,7
C00974,2024-06-01,17,1,5
C00974,2024-01-01,26,1,7
C00974,2024-12-01,23,1,6
C00974,2024-02-01,19,0,8
C00974,2024-04-01,23,1,7
C00974,2024-08-01,22,0,9
C00974,2024-07-01,19,2,7
C00974,2024-10-01,19,0,3
C00974,2024-09-01,26,0,6
C00974,2024-05-01,27,0,9
C00974,2024-11-01,19,1,5
C00975,2024-04-01,20,1,8
C00975,2024-01-01,19,2,7
C00975,2024-02-01,23,1,6
C00975,2024-10-01,13,4,8
C00975,2024-03-01,24,2,5
C00975,2024-06-01,22,1,7
C00975,2024-08-01,16,1,4
C00975,2024-05-01,17,2,8
C00975,2024-11-01,18,1,8
C00975,2024-12-01,18,2,5
C00976,2024-09-01,23,0,6
C00976,2024-02-01,15,0,8
C00976,2024-12-01,24,1,5
C00976,2024-10-01,12,0,4
C00976,2024-07-01,16,1,4
C00976,2024-11-01,22,4,8
C00976,2024-06-01,21,0,9
C00976,2024-05-01,17,0,5
C00976,2024-03-01,20,0,5
C00977,2024-06-01,17,0,6
C00977,2024-07-01,23,1,9
C00977,2024-01-01,20,0,7
C00977,2024-03-01,22,0,8
C00977,2024-08-01,11,1,10
C00977,2024-10-01,26,1,8
C00977,2024-02-01,18,0,6
C00977,2024-12-01,18,1,7
C00977,2024-05-01,20,2,6
C00977,2024-11-01,22,1,5
C00977,2024-04-01,22,1,6
C00977,2024-09-01,18,0,4
C00978,2024-02-01,15,2,5
C00978,2024-08-01,12,0,8
C00978,2024-05-01,23,0,9
C00978,2024-06-01,19,2,10
C00978,2024-07-01,22,0,10
C00978,2024-01-01,21,0,5
C00978,2024-03-01,29,2,9
C00978,2024-04-01,20,1,7
C00978,2024-11-01,28,1,4
C00978,2024-12-01,28,0,0
C00978,2024-09-01,11,3,7
C00978,2024-10-01,18,1,7
C00979,2024-04-01,18,2,8
C00979,2024-12-01,25,2,5
C00979,2024-10-01,17,1,9
C00979,2024-09-01,21,0,6
C00979,2024-03-01,19,2,8
C00979,2024-05-01,17,0,4
C00979,2024-11-01,13,2,4
C00979,2024-07-01,14,2,6
C00979,2024-06-01,27,1,6
C00979,2024-08-01,23,0,7
C00980,2024-07-01,29,3,5
C00980,2024-09-01,17,1,8
C00980,2024-10-01,23,0,5
C00980,2024-08-01,10,0,3
C00980,2024-03-01,25,0,6
C00980,2024-05-01,18,1,1
C00980,2024-04-01,15,2,6
C00980,2024-11-01,19,3,9
C00981,2024-04-01,19,1,9
C00981,2024-10-01,18,1,6
C00981,2024-05-01,12,2,8
C00981,2024-12-01,15,1,9
C00981,2024-09-01,15,0,7
C00981,2024-03-01,15,2,4
C00981,2024-01-01,26,1,5
C00981,2024-02-01,24,1,5
C00981,2024-07-01,21,0,5
C00981,2024-11-01,19,2,6
C00982,2024-01-01,25,0,7
C00982,2024-08-01,16,2,8
C00982,2024-11-01,17,0,7
C00982,2024-09-01,12,1,7
C00982,2024-06-01,17,0,7
C00982,2024-07-01,15,1,10
C00982,2024-10-01,13,3,6
C00982,2024-02-01,18,1,8
C00983,2024-01-01,11,0,4
C00983,2024-06-01,20,1,4
C00983,2024-02-01,16,0,9
C00983,2024-05-01,29,3,5
C00983,2024-10-01,24,3,5
C00983,2024-07-01,25,0,6
C00983,2024-04-01,20,0,6
C00983,2024-11-01,20,1,3
C00983,2024-09-01,19,0,7
C00983,2024-08-01,15,0,8
C00984,2024-05-01,21,2,5
C00984,2024-01-01,23,1,5
C00984,2024-12-01,9,0,7
C00984,2024-10-01,17,2,5
C00984,2024-08-01,25,1,5
C00984,2024-04-01,20,1,8
C00984,2024-07-01,23,1,7
C00984,2024-11-01,21,1,8
C00985,2024-12-01,21,0,3
C00985,2024-01-01,23,0,5
C00985,2024-04-01,21,0,4
C00985,2024-08-01,22,2,6
C00985,2024-11-01,19,0,7
C00985,2024-05-01,10,0,7
C00985,2024-06-01,26,0,10
C00985,2024-02-01,22,2,3
C00985,2024-10-01,23,1,7
C00985,2024-09-01,15,1,5
C00985,2024-03-01,23,0,5
C00986,2024-09-01,21,1,4
C00986,2024-07-01,16,0,7
C00986,2024-01-01,21,0,9
C00986,2024-02-01,14,2,5
C00986,2024-04-01,11,1,9
C00986,2024-06-01,17,0,6
C00986,2024-10-01,12,1,6
C00986,2024-12-01,33,2,9
C00986,2024-08-01,18,0,8
C00986,2024-03-01,21,1,4
C00986,2024-11-01,16,0,10
C00986,2024-05-01,18,2,6
C00987,2024-09-01,14,0,10
C00987,2024-11-01,15,1,5
C00987,2024-10-01,27,3,8
C00987,2024-04-01,24,1,7
C00987,2024-01-01,19,1,5
C00987,2024-12-01,20,2,7
C00987,2024-07-01,27,1,7
C00987,2024-03-01,14,0,5
C00988,2024-11-01,22,0,7
C00988,2024-07-01,29,0,5
C00988,2024-09-01,19,1,6
C00988,2024-10-01,13,1,7
C00988,2024-02-01,25,0,5
C00988,2024-03-01,22,0,0
C00988,2024-05-01,26,1,6
C00988,2024-04-01,18,0,6
C00989,2024-08-01,15,0,7
C00989,2024-11-01,14,3,6
C00989,2024-09-01,29,1,8
C00989,2024-12-01,15,0,6
C00989,2024-10-01,17,2,7
C00989,2024-02-01,29,1,9
C00989,2024-03-01,26,1,7
C00989,2024-04-01,22,1,5
C00989,2024-06-01,17,1,7
C00989,2024-01-01,14,0,8
C00989,2024-05-01,21,0,6
C00990,2024-11-01,18,0,5
C00990,2024-05-01,24,2,7
C00990,2024-09-01,16,0,7
C00990,2024-01-01,12,1,8
C00990,2024-06-01,21,1,8
C00990,2024-07-01,21,1,5
C00990,2024-12-01,25,1,8
C00991,2024-01-01,16,0,8
C00991,2024-07-01,23,1,4
C00991,2024-09-01,20,0,5
C00991,2024-05-01,23,0,6
C00991,2024-06-01,19,1,4
C00991,2024-04-01,22,1,6
C00991,2024-08-01,15,1,7
C00991,2024-02-01,25,2,5
C00991,2024-11-01,14,0,7
C00992,2024-03-01,29,1,3
C00992,2024-08-01,20,0,6
C00992,2024-06-01,21,2,6
C00992,2024-02-01,22,0,4
C00992,2024-11-01,22,2,6
C00992,2024-09-01,12,1,6
C00992,2024-12-01,18,1,4
C00992,2024-07-01,23,1,8
C00992,2024-01-01,22,0,5
C00992,2024-10-01,21,0,5
C00992,2024-04-01,21,0,9
C00993,2024-03-01,23,1,8
C00993,2024-11-01,21,2,6
C00993,2024-10-01,23,2,5
C00993,2024-08-01,13,6,7
C00993,2024-01-01,13,1,6
C00993,2024-05-01,25,1,10
C00993,2024-04-01,23,2,3
C00993,2024-07-01,20,0,5
C00994,2024-11-01,20,1,5
C00994,2024-01-01,19,2,5
C00994,2024-09-01,20,3,8
C00994,2024-04-01,19,3,6
C00994,2024-05-01,18,0,6
C00994,2024-10-01,23,2,9
C00994,2024-08-01,18,1,8
C00994,2024-06-01,17,1,9
C00994,2024-03-01,18,1,7
C00995,2024-04-01,14,1,6
C00995,2024-12-01,20,0,5
C00995,2024-11-01,21,2,10
C00995,2024-01-01,15,2,6
C00995,2024-10-01,10,1,4
C00995,2024-07-01,18,4,10
C00995,2024-08-01,22,1,10
C00995,2024-06-01,27,0,9
C00995,2024-09-01,19,2,7
C00995,2024-03-01,23,2,10
C00995,2024-05-01,25,1,9
C00995,2024-02-01,24,0,3
C00996,2024-01-01,20,1,4
C00996,2024-03-01,30,0,7
C00996,2024-06-01,22,3,4
C00996,2024-09-01,16,0,5
C00996,2024-11-01,19,0,5
C00996,2024-04-01,22,0,8
C00996,2024-12-01,26,1,7
C00996,2024-02-01,16,0,6
C00996,2024-08-01,18,0,5
C00996,2024-07-01,17,1,6
C00996,2024-05-01,23,2,4
C00996,2024-10-01,24,0,6
C00997,2024-01-01,21,1,8
C00997,2024-12-01,19,2,7
C00997,2024-04-01,11,1,3
C00997,2024-02-01,16,1,5
C00997,2024-07-01,23,0,8
C00997,2024-08-01,22,0,6
C00997,2024-11-01,31,1,8
C00997,2024-03-01,24,3,7
C00997,2024-09-01,20,0,7
C00997,2024-05-01,20,0,7
C00997,2024-06-01,18,2,6
C00998,2024-03-01,27,1,5
C00998,2024-11-01,23,1,8
C00998,2024-05-01,22,1,6
C00998,2024-07-01,20,0,5
C00998,2024-10-01,22,0,6
C00998,2024-12-01,20,3,7
C00998,2024-08-01,26,0,9
C00998,2024-04-01,23,0,6
C00998,2024-01-01,32,0,9
C00998,2024-09-01,25,1,5
C00998,2024-02-01,17,1,8
C00999,2024-12-01,12,0,3
C00999,2024-08-01,17,1,7
C00999,2024-06-01,24,1,10
C00999,2024-02-01,21,2,7
C00999,2024-09-01,19,0,10
C00999,2024-03-01,22,2,8
C00999,2024-01-01,20,1,5
C00999,2024-11-01,17,0,7
C00999,2024-04-01,27,0,3
C00999,2024-07-01,11,1,7
C01000,2024-10-01,39,2,10
C01000,2024-07-01,23,2,8
C01000,2024-08-01,22,1,6
C01000,2024-09-01,17,2,6
C01000,2024-02-01,18,1,7
C01000,2024-01-01,31,2,4
C01000,2024-04-01,15,1,6
C01000,2024-12-01,25,2,4
C01001,2024-11-01,19,3,4
C01001,2024-12-01,21,0,5
C01001,2024-02-01,19,2,6
C01001,2024-09-01,23,0,8
C01001,2024-01-01,25,1,7
C01001,2024-06-01,21,0,8
C01002,2024-07-01,11,1,6
C01002,2024-05-01,20,0,9
C01002,2024-11-01,24,1,5
C01002,2024-10-01,16,1,7
C01002,2024-02-01,20,2,8
C01002,2024-04-01,25,1,8
C01002,2024-08-01,22,1,8
C01002,2024-01-01,16,2,4
C01003,2024-12-01,18,1,4
C01003,2024-11-01,20,1,7
C01003,2024-04-01,16,0,5
C01003,2024-10-01,21,1,7
C01003,2024-01-01,18,1,6
C01003,2024-05-01,22,0,8
C01003,2024-09-01,22,1,9
C01003,2024-06-01,32,2,5
C01004,2024-05-01,17,0,7
C01004,2024-01-01,20,0,9
C01004,2024-03-01,23,1,10
C01004,2024-09-01,16,2,8
C01004,2024-07-01,21,2,6
C01004,2024-12-01,18,0,8
C01004,2024-10-01,21,3,5
C01004,2024-02-01,21,2,4
C01004,2024-06-01,22,5,8
C01005,2024-07-01,26,2,5
C01005,2024-03-01,16,1,5
C01005,2024-11-01,17,0,7
C01005,2024-01-01,15,0,3
C01005,2024-06-01,18,1,3
C01005,2024-10-01,24,0,6
C01005,2024-12-01,18,1,9
C01005,2024-05-01,22,3,8
C01005,2024-04-01,20,2,3
C01006,2024-09-01,15,2,4
C01006,2024-07-01,19,1,2
C01006,2024-12-01,20,0,4
C01006,2024-10-01,19,1,10
C01006,2024-06-01,21,1,10
C01006,2024-08-01,18,0,6
C01006,2024-04-01,21,0,8
C01006,2024-11-01,15,2,7
C01006,2024-05-01,22,1,5
C01006,2024-01-01,24,0,5
C01006,2024-03-01,19,2,6
C01006,2024-02-01,24,0,3
C01007,2024-10-01,14,1,8
C01007,2024-06-01,23,0,6
C01007,2024-09-01,20,1,5
C01007,2024-08-01,14,1,7
C01007,2024-02-01,15,1,8
C01007,2024-05-01,18,0,7
C01007,2024-04-01,19,2,6
C01007,2024-12-01,26,1,8
C01007,2024-07-01,21,2,9
C01008,2024-12-01,18,2,8
C01008,2024-04-01,12,1,7
C01008,2024-10-01,22,0,7
C01008,2024-07-01,15,1,5
C01008,2024-02-01,19,2,7
C01008,2024-11-01,19,2,7
C01008,2024-03-01,21,3,5
C01008,2024-01-01,17,0,6
C01009,2024-10-01,16,0,8
C01009,2024-05-01,13,3,4
C01009,2024-03-01,24,1,8
C01009,2024-07-01,15,0,6
C01009,2024-06-01,15,0,7
C01009,2024-04-01,8,1,6
C01009,2024-09-01,18,0,8
C01009,2024-02-01,20,3,3
C01009,2024-12-01,17,3,6
C01009,2024-01-01,18,1,4
C01009,2024-11-01,21,2,4
C01010,2024-11-01,21,0,9
C01010,2024-08-01,19,0,6
C01010,2024-04-01,17,2,7
C01010,2024-07-01,20,1,5
C01010,2024-03-01,19,2,6
C01010,2024-09-01,15,0,6
C01010,2024-12-01,23,4,4
C01010,2024-02-01,19,1,5
C01011,2024-02-01,18,3,8
C01011,2024-09-01,25,0,6
C01011,2024-04-01,19,0,8
C01011,2024-06-01,21,2,7
C01011,2024-05-01,21,0,2
C01011,2024-12-01,18,1,9
C01011,2024-01-01,11,2,9
C01011,2024-07-01,20,2,4
C01011,2024-08-01,20,0,4
C01011,2024-03-01,21,1,8
C01011,2024-10-01,23,3,8
C01011,2024-11-01,18,1,6
C01012,2024-06-01,15,1,9
C01012,2024-09-01,16,1,8
C01012,2024-07-01,31,1,6
C01012,2024-08-01,20,2,9
C01012,2024-12-01,22,2,7
C01012,2024-10-01,17,1,6
C01012,2024-05-01,8,0,4
C01012,2024-01-01,13,1,7
C01013,2024-11-01,11,2,7
C01013,2024-03-01,11,0,9
C01013,2024-07-01,20,2,6
C01013,2024-04-01,13,1,7
C01013,2024-10-01,25,1,7
C01013,2024-01-01,15,1,6
C01014,2024-11-01,25,1,8
C01014,2024-09-01,17,1,4
C01014,2024-03-01,31,0,8
C01014,2024-12-01,25,0,9
C01014,2024-10-01,22,1,5
C01014,2024-05-01,18,0,6
C01014,2024-01-01,20,0,8
C01014,2024-02-01,14,0,3
C01015,2024-03-01,23,1,6
C01015,2024-04-01,26,0,10
C01015,2024-08-01,20,0,7
C01015,2024-01-01,16,1,6
C01015,2024-11-01,23,1,9
C01015,2024-10-01,19,1,6
C01015,2024-02-01,22,0,4
C01015,2024-09-01,19,2,8
C01015,2024-12-01,20,2,7
C01016,2024-06-01,23,2,10
C01016,2024-05-01,26,0,4
C01016,2024-02-01,18,1,0
C01016,2024-04-01,16,3,8
C01016,2024-07-01,21,1,4
C01016,2024-10-01,21,4,8
C01016,2024-03-01,28,0,6
C01016,2024-08-01,12,1,6
C01016,2024-09-01,18,0,7
C01016,2024-01-01,21,0,8
C01016,2024-11-01,18,0,10
