CustomerID,DataFatura,ReceitaMensal
C00294,2024-02-01,80
C00294,2024-03-01,80
C00294,2024-04-01,80
C00294,2024-05-01,80
C00294,2024-06-01,80
C00294,2024-07-01,80
C00294,2024-08-01,80
C00294,2024-09-01,80
C00294,2024-10-01,80
C00294,2024-11-01,80
C00294,2024-12-01,80
C00295,2024-01-01,80
C00295,2024-02-01,80
C00295,2024-03-01,80
C00295,2024-04-01,80
C00295,2024-05-01,80
C00295,2024-06-01,80
C00295,2024-07-01,80
C00295,2024-08-01,80
C00295,2024-09-01,80
C00295,2024-10-01,80
C00295,2024-11-01,80
C00295,2024-12-01,80
C00296,2024-01-01,120
C00296,2024-02-01,120
C00296,2024-03-01,120
C00296,2024-04-01,120
C00296,2024-05-01,120
C00296,2024-06-01,120
C00296,2024-07-01,120
C00296,2024-08-01,120
C00296,2024-09-01,120
C00296,2024-10-01,120
C00296,2024-11-01,120
C00296,2024-12-01,120
C00297,2024-01-01,80
C00297,2024-02-01,80
C00297,2024-03-01,80
C00297,2024-04-01,80
C00297,2024-05-01,80
C00297,2024-06-01,80
C00297,2024-07-01,80
C00297,2024-08-01,80
C00297,2024-09-01,80
C00297,2024-10-01,80
C00297,2024-11-01,80
C00297,2024-12-01,80
C00298,2024-01-01,120
C00298,2024-02-01,120
C00298,2024-03-01,120
C00298,2024-04-01,120
C00298,2024-05-01,120
C00298,2024-06-01,120
C00298,2024-07-01,120
C00298,2024-08-01,120
C00298,2024-09-01,120
C00298,2024-10-01,120
C00298,2024-11-01,120
C00298,2024-12-01,120
C00299,2024-01-01,120
C00299,2024-02-01,120
C00299,2024-03-01,120
C00299,2024-04-01,120
C00299,2024-05-01,120
C00299,2024-06-01,120
C00299,2024-07-01,120
C00299,2024-08-01,120
C00299,2024-09-01,120
C00299,2024-10-01,120
C00299,2024-11-01,120
C00299,2024-12-01,120
C00300,2024-01-01,120
C00300,2024-02-01,120
C00300,2024-03-01,120
C00300,2024-04-01,120
C00300,2024-05-01,120
C00300,2024-06-01,120
C00300,2024-07-01,120
C00300,2024-08-01,120
C00300,2024-09-01,120
C00300,2024-10-01,120
C00300,2024-11-01,120
C00300,2024-12-01,120
C00301,2024-01-01,80
C00301,2024-02-01,80
C00301,2024-03-01,80
C00301,2024-04-01,80
C00301,2024-05-01,80
C00301,2024-06-01,80
C00301,2024-07-01,80
C00301,2024-08-01,80
C00301,2024-09-01,80
C00301,2024-10-01,80
C00301,2024-11-01,80
C00301,2024-12-01,80
C00302,2024-01-01,80
C00302,2024-02-01,80
C00302,2024-03-01,80
C00302,2024-04-01,80
C00302,2024-05-01,80
C00302,2024-06-01,80
C00302,2024-07-01,80
C00302,2024-08-01,80
C00302,2024-09-01,80
C00302,2024-10-01,80
C00302,2024-11-01,80
C00302,2024-12-01,80
C00303,2024-08-01,60
C00303,2024-09-01,60
C00303,2024-10-01,60
C00303,2024-11-01,60
C00303,2024-12-01,60
C00304,2024-01-01,80
C00304,2024-02-01,80
C00304,2024-03-01,80
C00305,2024-01-01,60
C00305,2024-02-01,60
C00305,2024-03-01,60
C00305,2024-04-01,60
C00305,2024-05-01,60
C00305,2024-06-01,60
C00305,2024-07-01,60
C00305,2024-08-01,60
C00305,2024-09-01,60
C00305,2024-10-01,60
C00305,2024-11-01,60
C00305,2024-12-01,60
C00306,2024-03-01,60
C00306,2024-04-01,60
C00306,2024-05-01,60
C00306,2024-06-01,60
C00306,2024-07-01,60
C00306,2024-08-01,60
C00306,2024-09-01,60
C00306,2024-10-01,60
C00306,2024-11-01,60
C00306,2024-12-01,60
C00307,2024-01-01,60
C00307,2024-02-01,60
C00307,2024-03-01,60
C00307,2024-04-01,60
C00307,2024-05-01,60
C00307,2024-06-01,60
C00307,2024-07-01,60
C00308,2024-04-01,120
C00308,2024-05-01,120
C00309,2024-01-01,120
C00309,2024-02-01,120
C00309,2024-03-01,120
C00309,2024-04-01,120
C00309,2024-05-01,120
C00309,2024-06-01,120
C00309,2024-07-01,120
C00309,2024-08-01,120
C00309,2024-09-01,120
C00309,2024-10-01,120
C00309,2024-11-01,120
C00309,2024-12-01,120
C00310,2024-12-01,80
C00311,2024-01-01,80
C00311,2024-02-01,80
C00311,2024-03-01,80
C00311,2024-04-01,80
C00312,2024-01-01,80
C00312,2024-02-01,80
C00312,2024-03-01,80
C00312,2024-04-01,80
C00312,2024-05-01,80
C00312,2024-06-01,80
C00312,2024-07-01,80
C00312,2024-08-01,80
C00312,2024-09-01,80
C00312,2024-10-01,80
C00312,2024-11-01,80
C00312,2024-12-01,80
C00313,2024-06-01,80
C00313,2024-07-01,80
C00313,2024-08-01,80
C00313,2024-09-01,80
C00313,2024-10-01,80
C00313,2024-11-01,80
C00313,2024-12-01,80
C00314,2024-01-01,80
C00314,2024-02-01,80
C00314,2024-03-01,80
C00314,2024-04-01,80
C00314,2024-05-01,80
C00314,2024-06-01,80
C00314,2024-07-01,80
C00314,2024-08-01,80
C00314,2024-09-01,80
C00314,2024-10-01,80
C00314,2024-11-01,80
C00314,2024-12-01,80
C00315,2024-01-01,60
C00315,2024-02-01,60
C00315,2024-03-01,60
C00315,2024-04-01,60
C00315,2024-05-01,60
C00315,2024-06-01,60
C00315,2024-07-01,60
C00315,2024-08-01,60
C00315,2024-09-01,60
C00315,2024-10-01,60
C00315,2024-11-01,60
C00315,2024-12-01,60
C00316,2024-01-01,60
C00316,2024-02-01,60
C00316,2024-03-01,60
C00316,2024-04-01,60
C00316,2024-05-01,60
C00316,2024-06-01,60
C00316,2024-07-01,60
C00316,2024-08-01,60
C00316,2024-09-01,60
C00316,2024-10-01,60
C00316,2024-11-01,60
C00316,2024-12-01,60
C00317,2024-01-01,80
C00317,2024-02-01,80
C00317,2024-03-01,80
C00317,2024-04-01,80
C00317,2024-05-01,80
C00317,2024-06-01,80
C00317,2024-07-01,80
C00317,2024-08-01,80
C00317,2024-09-01,80
C00317,2024-10-01,80
C00318,2024-03-01,80
C00318,2024-04-01,80
C00318,2024-05-01,80
C00318,2024-06-01,80
C00318,2024-07-01,80
C00318,2024-08-01,80
C00318,2024-09-01,80
C00318,2024-10-01,80
C00318,2024-11-01,80
C00318,2024-12-01,80
C00319,2024-01-01,80
C00319,2024-02-01,80
C00319,2024-03-01,80
C00319,2024-04-01,80
C00319,2024-05-01,80
C00319,2024-06-01,80
C00319,2024-07-01,80
C00319,2024-08-01,80
C00319,2024-09-01,80
C00319,2024-10-01,80
C00319,2024-11-01,80
C00319,2024-12-01,80
C00320,2024-06-01,120
C00320,2024-07-01,120
C00320,2024-08-01,120
C00320,2024-09-01,120
C00320,2024-10-01,120
C00320,2024-11-01,120
C00320,2024-12-01,120
C00321,2024-01-01,60
C00321,2024-02-01,60
C00321,2024-03-01,60
C00321,2024-04-01,60
C00321,2024-05-01,60
C00321,2024-06-01,60
C00321,2024-07-01,60
C00321,2024-08-01,60
C00321,2024-09-01,60
C00321,2024-10-01,60
C00321,2024-11-01,60
C00321,2024-12-01,60
C00322,2024-01-01,60
C00322,2024-02-01,60
C00322,2024-03-01,60
C00322,2024-04-01,60
C00322,2024-05-01,60
C00322,2024-06-01,60
C00322,2024-07-01,60
C00322,2024-08-01,60
C00322,2024-09-01,60
C00322,2024-10-01,60
C00322,2024-11-01,60
C00322,2024-12-01,60
C00323,2024-01-01,80
C00323,2024-02-01,80
C00323,2024-03-01,80
C00323,2024-04-01,80
C00323,2024-05-01,80
C00323,2024-06-01,80
C00323,2024-07-01,80
C00323,2024-08-01,80
C00323,2024-09-01,80
C00323,2024-10-01,80
C00323,2024-11-01,80
C00323,2024-12-01,80
C00324,2024-01-01,60
C00324,2024-02-01,60
C00324,2024-03-01,60
C00324,2024-04-01,60
C00324,2024-05-01,60
C00324,2024-06-01,60
C00324,2024-07-01,60
C00324,2024-08-01,60
C00324,2024-09-01,60
C00324,2024-10-01,60
C00324,2024-11-01,60
C00324,2024-12-01,60
C00325,2024-01-01,60
C00325,2024-02-01,60
C00325,2024-03-01,60
C00325,2024-04-01,60
C00325,2024-05-01,60
C00325,2024-06-01,60
C00325,2024-07-01,60
C00325,2024-08-01,60
C00325,2024-09-01,60
C00326,2024-01-01,60
C00326,2024-02-01,60
C00326,2024-03-01,60
C00326,2024-04-01,60
C00326,2024-05-01,60
C00326,2024-06-01,60
C00326,2024-07-01,60
C00326,2024-08-01,60
C00326,2024-09-01,60
C00326,2024-10-01,60
C00326,2024-11-01,60
C00326,2024-12-01,60
C00327,2024-01-01,80
C00327,2024-02-01,80
C00327,2024-03-01,80
C00327,2024-04-01,80
C00327,2024-05-01,80
C00327,2024-06-01,80
C00327,2024-07-01,80
C00327,2024-08-01,80
C00327,2024-09-01,80
C00327,2024-10-01,80
C00327,2024-11-01,80
C00327,2024-12-01,80
C00328,2024-01-01,60
C00328,2024-02-01,60
C00328,2024-03-01,60
C00328,2024-04-01,60
C00328,2024-05-01,60
C00328,2024-06-01,60
C00328,2024-07-01,60
C00328,2024-08-01,60
C00328,2024-09-01,60
C00328,2024-10-01,60
C00328,2024-11-01,60
C00328,2024-12-01,60
C00329,2024-07-01,80
C00329,2024-08-01,80
C00329,2024-09-01,80
C00329,2024-10-01,80
C00329,2024-11-01,80
C00329,2024-12-01,80
C00330,2024-06-01,80
C00330,2024-07-01,80
C00330,2024-08-01,80
C00330,2024-09-01,80
C00330,2024-10-01,80
C00330,2024-11-01,80
C00330,2024-12-01,80
C00331,2024-01-01,60
C00331,2024-02-01,60
C00331,2024-03-01,60
C00331,2024-04-01,60
C00331,2024-05-01,60
C00331,2024-06-01,60
C00331,2024-07-01,60
C00331,2024-08-01,60
C00331,2024-09-01,60
C00331,2024-10-01,60
C00331,2024-11-01,60
C00331,2024-12-01,60
C00332,2024-12-01,80
C00333,2024-01-01,60
C00333,2024-02-01,60
C00333,2024-03-01,60
C00333,2024-04-01,60
C00333,2024-05-01,60
C00333,2024-06-01,60
C00333,2024-07-01,60
C00333,2024-08-01,60
C00333,2024-09-01,60
C00333,2024-10-01,60
C00333,2024-11-01,60
C00333,2024-12-01,60
C00334,2024-01-01,120
C00334,2024-02-01,120
C00334,2024-03-01,120
C00334,2024-04-01,120
C00334,2024-05-01,120
C00334,2024-06-01,120
C00334,2024-07-01,120
C00334,2024-08-01,120
C00334,2024-09-01,120
C00334,2024-10-01,120
C00334,2024-11-01,120
C00334,2024-12-01,120
C00335,2024-01-01,120
C00335,2024-02-01,120
C00335,2024-03-01,120
C00335,2024-04-01,120
C00335,2024-05-01,120
C00335,2024-06-01,120
C00335,2024-07-01,120
C00335,2024-08-01,120
C00335,2024-09-01,120
C00335,2024-10-01,120
C00335,2024-11-01,120
C00335,2024-12-01,120
C00336,2024-06-01,60
C00336,2024-07-01,60
C00336,2024-08-01,60
C00337,2024-01-01,120
C00337,2024-02-01,120
C00337,2024-03-01,120
C00337,2024-04-01,120
C00337,2024-05-01,120
C00337,2024-06-01,120
C00337,2024-07-01,120
C00337,2024-08-01,120
C00337,2024-09-01,120
C00337,2024-10-01,120
C00337,2024-11-01,120
C00337,2024-12-01,120
C00339,2024-01-01,120
C00339,2024-02-01,120
C00339,2024-03-01,120
C00339,2024-04-01,120
C00339,2024-05-01,120
C00339,2024-06-01,120
C00339,2024-07-01,120
C00339,2024-08-01,120
C00339,2024-09-01,120
C00339,2024-10-01,120
C00339,2024-11-01,120
C00339,2024-12-01,120
C00340,2024-01-01,80
C00340,2024-02-01,80
C00340,2024-03-01,80
C00340,2024-04-01,80
C00340,2024-05-01,80
C00340,2024-06-01,80
C00340,2024-07-01,80
C00340,2024-08-01,80
C00340,2024-09-01,80
C00340,2024-10-01,80
C00340,2024-11-01,80
C00340,2024-12-01,80
C00341,2024-01-01,60
C00341,2024-02-01,60
C00341,2024-03-01,60
C00341,2024-04-01,60
C00341,2024-05-01,60
C00341,2024-06-01,60
C00341,2024-07-01,60
C00341,2024-08-01,60
C00341,2024-09-01,60
C00341,2024-10-01,60
C00341,2024-11-01,60
C00341,2024-12-01,60
C00342,2024-01-01,120
C00342,2024-02-01,120
C00342,2024-03-01,120
C00342,2024-04-01,120
C00342,2024-05-01,120
C00342,2024-06-01,120
C00342,2024-07-01,120
C00342,2024-08-01,120
C00342,2024-09-01,120
C00342,2024-10-01,120
C00342,2024-11-01,120
C00343,2024-01-01,60
C00343,2024-02-01,60
C00343,2024-03-01,60
C00343,2024-04-01,60
C00343,2024-05-01,60
C00343,2024-06-01,60
C00343,2024-07-01,60
C00343,2024-08-01,60
C00343,2024-09-01,60
C00343,2024-10-01,60
C00343,2024-11-01,60
C00343,2024-12-01,60
C00344,2024-11-01,60
C00344,2024-12-01,60
C00345,2024-01-01,60
C00345,2024-02-01,60
C00345,2024-03-01,60
C00345,2024-04-01,60
C00345,2024-05-01,60
C00345,2024-06-01,60
C00345,2024-07-01,60
C00345,2024-08-01,60
C00345,2024-09-01,60
C00345,2024-10-01,60
C00345,2024-11-01,60
C00345,2024-12-01,60
C00346,2024-01-01,60
C00346,2024-02-01,60
C00346,2024-03-01,60
C00346,2024-04-01,60
C00346,2024-05-01,60
C00346,2024-06-01,60
C00346,2024-07-01,60
C00346,2024-08-01,60
C00346,2024-09-01,60
C00346,2024-10-01,60
C00346,2024-11-01,60
C00346,2024-12-01,60
C00347,2024-01-01,80
C00347,2024-02-01,80
C00347,2024-03-01,80
C00347,2024-04-01,80
C00347,2024-05-01,80
C00347,2024-06-01,80
C00347,2024-07-01,80
C00347,2024-08-01,80
C00348,2024-01-01,80
C00348,2024-02-01,80
C00348,2024-03-01,80
C00348,2024-04-01,80
C00348,2024-05-01,80
C00348,2024-06-01,80
C00348,2024-07-01,80
C00348,2024-08-01,80
C00348,2024-09-01,80
C00348,2024-10-01,80
C00348,2024-11-01,80
C00348,2024-12-01,80
C00349,2024-01-01,120
C00349,2024-02-01,120
C00349,2024-03-01,120
C00349,2024-04-01,120
C00349,2024-05-01,120
C00349,2024-06-01,120
C00349,2024-07-01,120
C00349,2024-08-01,120
C00349,2024-09-01,120
C00349,2024-10-01,120
C00349,2024-11-01,120
C00349,2024-12-01,120
C00350,2024-01-01,60
C00350,2024-02-01,60
C00350,2024-03-01,60
C00350,2024-04-01,60
C00350,2024-05-01,60
C00350,2024-06-01,60
C00350,2024-07-01,60
C00350,2024-08-01,60
C00350,2024-09-01,60
C00350,2024-10-01,60
C00351,2024-01-01,120
C00351,2024-02-01,120
C00351,2024-03-01,120
C00351,2024-04-01,120
C00351,2024-05-01,120
C00351,2024-06-01,120
C00351,2024-07-01,120
C00351,2024-08-01,120
C00351,2024-09-01,120
C00351,2024-10-01,120
C00351,2024-11-01,120
C00351,2024-12-01,120
C00352,2024-01-01,120
C00352,2024-02-01,120
C00352,2024-03-01,120
C00352,2024-04-01,120
C00352,2024-05-01,120
C00352,2024-06-01,120
C00352,2024-07-01,120
C00352,2024-08-01,120
C00352,2024-09-01,120
C00352,2024-10-01,120
C00352,2024-11-01,120
C00352,2024-12-01,120
C00353,2024-01-01,60
C00353,2024-02-01,60
C00353,2024-03-01,60
C00353,2024-04-01,60
C00353,2024-05-01,60
C00353,2024-06-01,60
C00353,2024-07-01,60
C00353,2024-08-01,60
C00353,2024-09-01,60
C00353,2024-10-01,60
C00354,2024-01-01,60
C00354,2024-02-01,60
C00354,2024-03-01,60
C00354,2024-04-01,60
C00354,2024-05-01,60
C00354,2024-06-01,60
C00354,2024-07-01,60
C00354,2024-08-01,60
C00354,2024-09-01,60
C00354,2024-10-01,60
C00354,2024-11-01,60
C00354,2024-12-01,60
C00355,2024-01-01,120
C00355,2024-02-01,120
C00355,2024-03-01,120
C00355,2024-04-01,120
C00355,2024-05-01,120
C00355,2024-06-01,120
C00355,2024-07-01,120
C00355,2024-08-01,120
C00355,2024-09-01,120
C00355,2024-10-01,120
C00355,2024-11-01,120
C00355,2024-12-01,120
C00356,2024-01-01,80
C00356,2024-02-01,80
C00356,2024-03-01,80
C00356,2024-04-01,80
C00356,2024-05-01,80
C00356,2024-06-01,80
C00356,2024-07-01,80
C00356,2024-08-01,80
C00356,2024-09-01,80
C00356,2024-10-01,80
C00356,2024-11-01,80
C00356,2024-12-01,80
C00357,2024-01-01,80
C00357,2024-02-01,80
C00357,2024-03-01,80
C00357,2024-04-01,80
C00357,2024-05-01,80
C00357,2024-06-01,80
C00357,2024-07-01,80
C00357,2024-08-01,80
C00357,2024-09-01,80
C00357,2024-10-01,80
C00357,2024-11-01,80
C00357,2024-12-01,80
C00358,2024-01-01,80
C00358,2024-02-01,80
C00358,2024-03-01,80
C00358,2024-04-01,80
C00358,2024-05-01,80
C00358,2024-06-01,80
C00358,2024-07-01,80
C00358,2024-08-01,80
C00358,2024-09-01,80
C00358,2024-10-01,80
C00358,2024-11-01,80
C00358,2024-12-01,80
C00361,2024-01-01,80
C00361,2024-02-01,80
C00361,2024-03-01,80
C00361,2024-04-01,80
C00361,2024-05-01,80
C00361,2024-06-01,80
C00361,2024-07-01,80
C00362,2024-06-01,60
C00362,2024-07-01,60
C00362,2024-08-01,60
C00362,2024-09-01,60
C00362,2024-10-01,60
C00362,2024-11-01,60
C00363,2024-01-01,80
C00363,2024-02-01,80
C00363,2024-03-01,80
C00363,2024-04-01,80
C00363,2024-05-01,80
C00363,2024-06-01,80
C00363,2024-07-01,80
C00363,2024-08-01,80
C00363,2024-09-01,80
C00363,2024-10-01,80
C00363,2024-11-01,80
C00363,2024-12-01,80
C00364,2024-01-01,120
C00364,2024-02-01,120
C00364,2024-03-01,120
C00364,2024-04-01,120
C00364,2024-05-01,120
C00364,2024-06-01,120
C00365,2024-11-01,80
C00365,2024-12-01,80
C00366,2024-01-01,120
C00366,2024-02-01,120
C00366,2024-03-01,120
C00366,2024-04-01,120
C00366,2024-05-01,120
C00366,2024-06-01,120
C00366,2024-07-01,120
C00366,2024-08-01,120
C00366,2024-09-01,120
C00366,2024-10-01,120
C00366,2024-11-01,120
C00366,2024-12-01,120
C00367,2024-11-01,80
C00367,2024-12-01,80
C00369,2024-01-01,80
C00369,2024-02-01,80
C00369,2024-03-01,80
C00369,2024-04-01,80
C00369,2024-05-01,80
C00369,2024-06-01,80
C00369,2024-07-01,80
C00369,2024-08-01,80
C00369,2024-09-01,80
C00369,2024-10-01,80
C00369,2024-11-01,80
C00369,2024-12-01,80
C00370,2024-01-01,120
C00370,2024-02-01,120
C00370,2024-03-01,120
C00370,2024-04-01,120
C00371,2024-01-01,80
C00371,2024-02-01,80
C00371,2024-03-01,80
C00371,2024-04-01,80
C00371,2024-05-01,80
C00371,2024-06-01,80
C00371,2024-07-01,80
C00371,2024-08-01,80
C00371,2024-09-01,80
C00371,2024-10-01,80
C00371,2024-11-01,80
C00371,2024-12-01,80
C00372,2024-01-01,60
C00372,2024-02-01,60
C00372,2024-03-01,60
C00372,2024-04-01,60
C00372,2024-05-01,60
C00372,2024-06-01,60
C00372,2024-07-01,60
C00372,2024-08-01,60
C00372,2024-09-01,60
C00372,2024-10-01,60
C00372,2024-11-01,60
C00372,2024-12-01,60
C00373,2024-01-01,120
C00373,2024-02-01,120
C00373,2024-03-01,120
C00373,2024-04-01,120
C00373,2024-05-01,120
C00373,2024-06-01,120
C00373,2024-07-01,120
C00373,2024-08-01,120
C00373,2024-09-01,120
C00373,2024-10-01,120
C00373,2024-11-01,120
C00373,2024-12-01,120
C00374,2024-01-01,80
C00374,2024-02-01,80
C00374,2024-03-01,80
C00374,2024-04-01,80
C00374,2024-05-01,80
C00375,2024-01-01,60
C00375,2024-02-01,60
C00375,2024-03-01,60
C00375,2024-04-01,60
C00375,2024-05-01,60
C00375,2024-06-01,60
C00375,2024-07-01,60
C00375,2024-08-01,60
C00375,2024-09-01,60
C00375,2024-10-01,60
C00375,2024-11-01,60
C00375,2024-12-01,60
C00376,2024-01-01,80
C00376,2024-02-01,80
C00376,2024-03-01,80
C00376,2024-04-01,80
C00376,2024-05-01,80
C00376,2024-06-01,80
C00376,2024-07-01,80
C00376,2024-08-01,80
C00376,2024-09-01,80
C00376,2024-10-01,80
C00376,2024-11-01,80
C00376,2024-12-01,80
C00377,2024-01-01,120
C00377,2024-02-01,120
C00377,2024-03-01,120
C00377,2024-04-01,120
C00377,2024-05-01,120
C00377,2024-06-01,120
C00377,2024-07-01,120
C00377,2024-08-01,120
C00377,2024-09-01,120
C00377,2024-10-01,120
C00377,2024-11-01,120
C00377,2024-12-01,120
C00378,2024-01-01,80
C00378,2024-02-01,80
C00378,2024-03-01,80
C00378,2024-04-01,80
C00378,2024-05-01,80
C00378,2024-06-01,80
C00378,2024-07-01,80
C00378,2024-08-01,80
C00378,2024-09-01,80
C00378,2024-10-01,80
C00378,2024-11-01,80
C00378,2024-12-01,80
C00379,2024-01-01,60
C00379,2024-02-01,60
C00379,2024-03-01,60
C00379,2024-04-01,60
C00379,2024-05-01,60
C00379,2024-06-01,60
C00379,2024-07-01,60
C00379,2024-08-01,60
C00379,2024-09-01,60
C00379,2024-10-01,60
C00380,2024-03-01,120
C00380,2024-04-01,120
C00380,2024-05-01,120
C00380,2024-06-01,120
C00380,2024-07-01,120
C00380,2024-08-01,120
C00380,2024-09-01,120
C00380,2024-10-01,120
C00380,2024-11-01,120
C00380,2024-12-01,120
C00381,2024-01-01,80
C00381,2024-02-01,80
C00381,2024-03-01,80
C00381,2024-04-01,80
C00381,2024-05-01,80
C00381,2024-06-01,80
C00381,2024-07-01,80
C00381,2024-08-01,80
C00381,2024-09-01,80
C00381,2024-10-01,80
C00381,2024-11-01,80
C00381,2024-12-01,80
C00382,2024-01-01,80
C00382,2024-02-01,80
C00382,2024-03-01,80
C00382,2024-04-01,80
C00382,2024-05-01,80
C00382,2024-06-01,80
C00382,2024-07-01,80
C00382,2024-08-01,80
C00382,2024-09-01,80
C00382,2024-10-01,80
C00382,2024-11-01,80
C00382,2024-12-01,80
C00383,2024-01-01,60
C00383,2024-02-01,60
C00383,2024-03-01,60
C00383,2024-04-01,60
C00383,2024-05-01,60
C00383,2024-06-01,60
C00383,2024-07-01,60
C00383,2024-08-01,60
C00383,2024-09-01,60
C00383,2024-10-01,60
C00383,2024-11-01,60
C00383,2024-12-01,60
C00384,2024-01-01,60
C00384,2024-02-01,60
C00384,2024-03-01,60
C00384,2024-04-01,60
C00384,2024-05-01,60
C00384,2024-06-01,60
C00384,2024-07-01,60
C00384,2024-08-01,60
C00384,2024-09-01,60
C00384,2024-10-01,60
C00384,2024-11-01,60
C00384,2024-12-01,60
C00385,2024-01-01,80
C00385,2024-02-01,80
C00385,2024-03-01,80
C00385,2024-04-01,80
C00385,2024-05-01,80
C00385,2024-06-01,80
C00385,2024-07-01,80
C00385,2024-08-01,80
C00385,2024-09-01,80
C00385,2024-10-01,80
C00385,2024-11-01,80
C00385,2024-12-01,80
C00386,2024-01-01,120
C00386,2024-02-01,120
C00386,2024-03-01,120
C00386,2024-04-01,120
C00386,2024-05-01,120
C00386,2024-06-01,120
C00386,2024-07-01,120
C00386,2024-08-01,120
C00386,2024-09-01,120
C00386,2024-10-01,120
C00386,2024-11-01,120
C00386,2024-12-01,120
C00387,2024-09-01,60
C00387,2024-10-01,60
C00387,2024-11-01,60
C00387,2024-12-01,60
C00389,2024-01-01,60
C00389,2024-02-01,60
C00389,2024-03-01,60
C00389,2024-04-01,60
C00390,2024-01-01,80
C00390,2024-02-01,80
C00390,2024-03-01,80
C00390,2024-04-01,80
C00390,2024-05-01,80
C00390,2024-06-01,80
C00390,2024-07-01,80
C00390,2024-08-01,80
C00391,2024-01-01,60
C00391,2024-02-01,60
C00391,2024-03-01,60
C00391,2024-04-01,60
C00391,2024-05-01,60
C00392,2024-01-01,60
C00392,2024-02-01,60
C00392,2024-03-01,60
C00392,2024-04-01,60
C00392,2024-05-01,60
C00392,2024-06-01,60
C00392,2024-07-01,60
C00392,2024-08-01,60
C00392,2024-09-01,60
C00393,2024-01-01,60
C00393,2024-02-01,60
C00393,2024-03-01,60
C00393,2024-04-01,60
C00393,2024-05-01,60
C00393,2024-06-01,60
C00393,2024-07-01,60
C00393,2024-08-01,60
C00393,2024-09-01,60
C00393,2024-10-01,60
C00393,2024-11-01,60
C00393,2024-12-01,60
C00394,2024-01-01,80
C00394,2024-02-01,80
C00394,2024-03-01,80
C00394,2024-04-01,80
C00394,2024-05-01,80
C00394,2024-06-01,80
C00394,2024-07-01,80
C00394,2024-08-01,80
C00394,2024-09-01,80
C00394,2024-10-01,80
C00394,2024-11-01,80
C00395,2024-01-01,80
C00395,2024-02-01,80
C00395,2024-03-01,80
C00395,2024-04-01,80
C00395,2024-05-01,80
C00395,2024-06-01,80
C00395,2024-07-01,80
C00395,2024-08-01,80
C00395,2024-09-01,80
C00395,2024-10-01,80
C00395,2024-11-01,80
C00395,2024-12-01,80
C00396,2024-01-01,60
C00396,2024-02-01,60
C00396,2024-03-01,60
C00396,2024-04-01,60
C00396,2024-05-01,60
C00396,2024-06-01,60
C00396,2024-07-01,60
C00396,2024-08-01,60
C00396,2024-09-01,60
C00396,2024-10-01,60
C00396,2024-11-01,60
C00396,2024-12-01,60
C00397,2024-03-01,120
C00397,2024-04-01,120
C00397,2024-05-01,120
C00397,2024-06-01,120
C00397,2024-07-01,120
C00397,2024-08-01,120
C00397,2024-09-01,120
C00397,2024-10-01,120
C00397,2024-11-01,120
C00397,2024-12-01,120
C00398,2024-01-01,60
C00398,2024-02-01,60
C00399,2024-01-01,60
C00399,2024-02-01,60
C00399,2024-03-01,60
C00399,2024-04-01,60
C00399,2024-05-01,60
C00399,2024-06-01,60
C00399,2024-07-01,60
C00399,2024-08-01,60
C00399,2024-09-01,60
C00399,2024-10-01,60
C00399,2024-11-01,60
C00399,2024-12-01,60
C00400,2024-01-01,120
C00400,2024-02-01,120
C00400,2024-03-01,120
C00400,2024-04-01,120
C00400,2024-05-01,120
C00401,2024-01-01,80
C00401,2024-02-01,80
C00401,2024-03-01,80
C00401,2024-04-01,80
C00401,2024-05-01,80
C00401,2024-06-01,80
C00401,2024-07-01,80
C00401,2024-08-01,80
C00401,2024-09-01,80
C00401,2024-10-01,80
C00401,2024-11-01,80
C00401,2024-12-01,80
C00402,2024-01-01,80
C00402,2024-02-01,80
C00402,2024-03-01,80
C00402,2024-04-01,80
C00402,2024-05-01,80
C00402,2024-06-01,80
C00402,2024-07-01,80
C00402,2024-08-01,80
C00402,2024-09-01,80
C00402,2024-10-01,80
C00402,2024-11-01,80
C00402,2024-12-01,80
C00403,2024-01-01,60
C00403,2024-02-01,60
C00403,2024-03-01,60
C00403,2024-04-01,60
C00403,2024-05-01,60
C00403,2024-06-01,60
C00403,2024-07-01,60
C00403,2024-08-01,60
C00403,2024-09-01,60
C00403,2024-10-01,60
C00403,2024-11-01,60
C00403,2024-12-01,60
C00404,2024-01-01,80
C00404,2024-02-01,80
C00404,2024-03-01,80
C00404,2024-04-01,80
C00404,2024-05-01,80
C00404,2024-06-01,80
C00404,2024-07-01,80
C00404,2024-08-01,80
C00404,2024-09-01,80
C00404,2024-10-01,80
C00404,2024-11-01,80
C00404,2024-12-01,80
C00405,2024-01-01,80
C00405,2024-02-01,80
C00405,2024-03-01,80
C00405,2024-04-01,80
C00405,2024-05-01,80
C00405,2024-06-01,80
C00405,2024-07-01,80
C00405,2024-08-01,80
C00405,2024-09-01,80
C00405,2024-10-01,80
C00405,2024-11-01,80
C00405,2024-12-01,80
C00406,2024-01-01,120
C00406,2024-02-01,120
C00406,2024-03-01,120
C00406,2024-04-01,120
C00406,2024-05-01,120
C00406,2024-06-01,120
C00406,2024-07-01,120
C00406,2024-08-01,120
C00406,2024-09-01,120
C00406,2024-10-01,120
C00406,2024-11-01,120
C00406,2024-12-01,120
C00407,2024-01-01,60
C00407,2024-02-01,60
C00407,2024-03-01,60
C00407,2024-04-01,60
C00407,2024-05-01,60
