CustomerID,NomeCliente,Genero,Idade,Regiao,DataInicio,DataCancelamento,MotivoCancelamento,Plano,ValorMensal,CanalAquisicao
C00826,Cliente 826,F,56,Sudeste,2023-07-31,,,Standard,80,Online
C00827,Cliente 827,M,44,Sudeste,2020-07-16,,,Basic,60,Indicação
C00828,Cliente 828,F,46,Norte,2021-02-19,,,Standard,80,Facebook
C00829,Cliente 829,M,64,Sudeste,2022-01-01,,,Basic,60,Facebook
C00830,Cliente 830,F,55,Centro-Oeste,2023-11-19,,,Standard,80,Indicação
C00831,Cliente 831,M,37,Nordeste,2022-07-26,,,Basic,60,Online
C00832,Cliente 832,M,44,Sudeste,2023-03-20,,,Premium,120,Online
C00833,Cliente 833,M,58,Sudeste,2024-12-26,,,Basic,60,Online
C00834,Cliente 834,F,37,Sul,2023-07-12,,,Standard,80,Online
C00835,Cliente 835,M,61,Sul,2023-05-28,,,Basic,60,Facebook
C00836,Cliente 836,F,36,Sul,2023-05-24,,,Standard,80,Online
C00837,Cliente 837,M,37,Nordeste,2023-08-31,,,Basic,60,Indicação
C00838,Cliente 838,M,52,Centro-Oeste,2024-08-18,,,Standard,80,Indicação
C00839,Cliente 839,F,64,Centro-Oeste,2020-08-03,,,Basic,60,Indicação
C00840,Cliente 840,M,19,Centro-Oeste,2023-09-20,,,Standard,80,Indicação
C00841,Cliente 841,M,47,Nordeste,2023-10-14,,,Basic,60,Online
C00842,Cliente 842,F,51,Nordeste,2024-07-07,2024-03-22,Serviço,Basic,60,Facebook
C00843,Cliente 843,M,39,Sul,2023-03-30,2024-02-07,Uso baixo,Standard,80,Google Ads
C00844,Cliente 844,M,20,Sudeste,2022-03-25,,,Basic,60,Online
C00845,Cliente 845,M,23,Norte,2021-09-01,2024-07-31,Concorrência,Basic,60,Google Ads
C00846,Cliente 846,M,32,Norte,2021-05-25,,,Premium,120,Facebook
C00847,Cliente 847,F,44,Sudeste,2022-07-06,,,Premium,120,Online
C00848,Cliente 848,F,27,Sul,2020-06-05,2024-08-12,Serviço,Standard,80,Google Ads
C00849,Cliente 849,M,26,Sudeste,2020-06-10,2024-09-03,Uso baixo,Basic,60,Facebook
C00850,Cliente 850,F,50,Sudeste,2020-02-11,,,Basic,60,Google Ads
C00851,Cliente 851,M,49,Norte,2023-04-18,,,Standard,80,Indicação
C00852,Cliente 852,F,23,Sul,2020-10-29,,,Basic,60,Indicação
C00853,Cliente 853,M,58,Nordeste,2023-09-15,,,Premium,120,Facebook
C00854,Cliente 854,M,53,Norte,2024-05-05,,,Basic,60,Facebook
C00855,Cliente 855,M,19,Nordeste,2022-10-10,,,Premium,120,Google Ads
C00856,Cliente 856,M,46,Sul,2022-02-02,2024-10-12,Concorrência,Standard,80,Facebook
C00857,Cliente 857,M,21,Sudeste,2023-12-23,,,Standard,80,Indicação
C00858,Cliente 858,M,18,Centro-Oeste,2023-10-05,2024-11-15,Uso baixo,Basic,60,Indicação
C00859,Cliente 859,F,36,Centro-Oeste,2020-04-29,,,Premium,120,Online
C00860,Cliente 860,M,43,Sul,2023-01-03,,,Basic,60,Google Ads
C00861,Cliente 861,F,42,Centro-Oeste,2021-11-04,,,Standard,80,Facebook
C00862,Cliente 862,M,27,Nordeste,2021-10-22,,,Premium,120,Facebook
C00863,Cliente 863,F,32,Centro-Oeste,2020-05-02,,,Basic,60,Facebook
C00864,Cliente 864,F,39,Sul,2021-10-14,,,Standard,80,Google Ads
C00865,Cliente 865,F,38,Sul,2023-04-20,,,Standard,80,Indicação
C00866,Cliente 866,M,39,Nordeste,2022-07-09,,,Basic,60,Facebook
C00867,Cliente 867,M,53,Centro-Oeste,2022-10-10,,,Standard,80,Facebook
C00868,Cliente 868,F,51,Centro-Oeste,2022-02-27,,,Basic,60,Indicação
C00869,Cliente 869,M,47,Sudeste,2020-09-13,,,Basic,60,Facebook
C00870,Cliente 870,F,42,Norte,2022-01-26,,,Standard,80,Online
C00871,Cliente 871,M,62,Sul,2021-08-20,,,Standard,80,Indicação
C00872,Cliente 872,F,45,Sudeste,2024-05-25,2024-01-09,Preço,Basic,60,Indicação
C00873,Cliente 873,F,18,Sul,2023-07-16,,,Premium,120,Indicação
C00874,Cliente 874,M,62,Sudeste,2024-02-25,,,Premium,120,Online
C00875,Cliente 875,F,21,Norte,2023-04-18,,,Standard,80,Indicação
C00876,Cliente 876,M,24,Sudeste,2022-03-01,,,Standard,80,Google Ads
C00877,Cliente 877,F,26,Sul,2023-03-18,,,Basic,60,Google Ads
C00878,Cliente 878,F,53,Centro-Oeste,2024-03-21,,,Standard,80,Google Ads
C00879,Cliente 879,M,36,Sul,2023-03-17,2024-11-08,Concorrência,Standard,80,Indicação
C00880,Cliente 880,M,18,Nordeste,2021-11-10,,,Basic,60,Indicação
C00881,Cliente 881,M,27,Nordeste,2022-10-29,,,Standard,80,Indicação
C00882,Cliente 882,F,53,Nordeste,2023-04-16,,,Basic,60,Online
C00883,Cliente 883,M,26,Nordeste,2022-03-06,,,Basic,60,Google Ads
C00884,Cliente 884,F,62,Norte,2023-11-19,,,Standard,80,Facebook
C00885,Cliente 885,F,63,Centro-Oeste,2024-07-09,2024-07-05,Preço,Standard,80,Facebook
C00886,Cliente 886,M,59,Centro-Oeste,2021-08-30,2024-04-04,Concorrência,Standard,80,Indicação
C00887,Cliente 887,M,49,Sul,2020-11-26,2024-08-29,Serviço,Standard,80,Online
C00888,Cliente 888,F,49,Sudeste,2020-02-25,,,Premium,120,Indicação
C00889,Cliente 889,F,23,Sul,2023-05-15,2024-11-26,Preço,Standard,80,Facebook
C00890,Cliente 890,M,55,Sul,2020-04-14,,,Standard,80,Google Ads
C00891,Cliente 891,M,34,Sul,2021-06-30,,,Basic,60,Facebook
C00892,Cliente 892,M,27,Sul,2024-10-10,2024-12-16,Uso baixo,Basic,60,Google Ads
C00893,Cliente 893,M,44,Centro-Oeste,2022-03-03,,,Basic,60,Google Ads
C00894,Cliente 894,M,52,Sudeste,2023-10-10,,,Standard,80,Online
C00895,Cliente 895,F,38,Sul,2024-08-09,,,Standard,80,Facebook
C00896,Cliente 896,F,42,Centro-Oeste,2021-05-03,,,Basic,60,Indicação
C00897,Cliente 897,F,45,Sul,2024-12-27,,,Basic,60,Online
C00898,Cliente 898,F,64,Nordeste,2024-06-04,2024-01-04,Uso baixo,Basic,60,Google Ads
C00899,Cliente 899,M,32,Sul,2024-03-06,,,Basic,60,Facebook
C00900,Cliente 900,M,21,Sul,2022-12-09,,,Premium,120,Indicação
C00901,Cliente 901,M,46,Norte,2023-01-15,,,Standard,80,Online
C00902,Cliente 902,F,26,Nordeste,2024-09-22,2024-09-09,Concorrência,Basic,60,Indicação
C00903,Cliente 903,F,44,Sudeste,2020-10-29,,,Standard,80,Facebook
C00904,Cliente 904,M,43,Sul,2022-10-21,,,Standard,80,Indicação
C00905,Cliente 905,M,36,Sudeste,2023-11-05,,,Standard,80,Online
C00906,Cliente 906,F,45,Nordeste,2021-10-11,,,Basic,60,Indicação
C00907,Cliente 907,F,34,Sul,2021-10-09,,,Standard,80,Facebook
C00908,Cliente 908,M,60,Norte,2023-10-17,,,Basic,60,Online
C00909,Cliente 909,M,58,Centro-Oeste,2021-01-15,2024-05-20,Preço,Premium,120,Google Ads
C00910,Cliente 910,F,59,Norte,2024-08-16,2024-10-22,Concorrência,Standard,80,Online
C00911,Cliente 911,M,37,Norte,2020-06-10,,,Standard,80,Facebook
C00912,Cliente 912,M,62,Centro-Oeste,2020-01-19,,,Basic,60,Indicação
C00913,Cliente 913,M,57,Centro-Oeste,2022-08-31,2024-03-22,Preço,Basic,60,Google Ads
C00914,Cliente 914,F,56,Centro-Oeste,2020-08-30,,,Basic,60,Google Ads
C00915,Cliente 915,F,40,Sul,2020-05-08,,,Premium,120,Indicação
C00916,Cliente 916,F,64,Sudeste,2023-04-14,,,Basic,60,Facebook
C00917,Cliente 917,F,49,Sudeste,2021-02-12,,,Basic,60,Online
C00918,Cliente 918,F,64,Centro-Oeste,2022-03-02,,,Premium,120,Facebook
C00919,Cliente 919,F,50,Norte,2022-07-31,,,Standard,80,Google Ads
C00920,Cliente 920,F,63,Nordeste,2023-01-12,2024-01-04,Uso baixo,Standard,80,Online
C00921,Cliente 921,M,22,Centro-Oeste,2023-10-31,,,Basic,60,Online
C00922,Cliente 922,M,60,Norte,2020-08-09,,,Standard,80,Indicação
C00923,Cliente 923,M,51,Norte,2023-09-10,,,Basic,60,Facebook
C00924,Cliente 924,M,57,Sul,2024-01-14,,,Standard,80,Online
C00925,Cliente 925,M,28,Sul,2023-12-10,,,Basic,60,Indicação
C00926,Cliente 926,M,20,Sudeste,2024-08-07,,,Standard,80,Facebook
C00927,Cliente 927,M,50,Sudeste,2021-03-20,,,Standard,80,Google Ads
C00928,Cliente 928,F,28,Nordeste,2021-09-09,,,Standard,80,Google Ads
C00929,Cliente 929,F,33,Nordeste,2023-09-10,,,Standard,80,Facebook
C00930,Cliente 930,M,35,Nordeste,2021-06-06,2024-07-05,Serviço,Basic,60,Online
C00931,Cliente 931,M,47,Nordeste,2020-06-14,,,Basic,60,Online
C00932,Cliente 932,F,27,Norte,2021-12-08,2024-05-31,Concorrência,Standard,80,Google Ads
C00933,Cliente 933,M,35,Norte,2022-01-12,,,Standard,80,Google Ads
C00934,Cliente 934,M,55,Sudeste,2024-08-09,,,Premium,120,Online
C00935,Cliente 935,F,36,Sul,2023-06-15,,,Standard,80,Facebook
C00936,Cliente 936,M,53,Sul,2022-10-05,2024-04-02,Concorrência,Standard,80,Google Ads
C00937,Cliente 937,F,30,Centro-Oeste,2022-07-01,,,Premium,120,Online
C00938,Cliente 938,M,63,Norte,2022-11-02,,,Basic,60,Facebook
C00939,Cliente 939,F,20,Nordeste,2024-10-20,,,Standard,80,Indicação
C00940,Cliente 940,F,27,Nordeste,2023-07-04,,,Basic,60,Facebook
C00941,Cliente 941,F,55,Centro-Oeste,2024-03-17,,,Basic,60,Online
C00942,Cliente 942,M,18,Sul,2023-05-18,,,Standard,80,Facebook
C00943,Cliente 943,F,44,Nordeste,2024-02-16,2024-11-09,Uso baixo,Standard,80,Online
C00944,Cliente 944,M,63,Sul,2020-12-30,,,Standard,80,Google Ads
C00945,Cliente 945,M,25,Centro-Oeste,2020-08-12,,,Standard,80,Indicação
C00946,Cliente 946,M,63,Sul,2022-09-22,,,Standard,80,Google Ads
C00947,Cliente 947,M,59,Sul,2020-07-12,,,Basic,60,Google Ads
C00948,Cliente 948,F,34,Sul,2023-05-04,,,Standard,80,Online
C00949,Cliente 949,F,26,Nordeste,2023-11-24,,,Standard,80,Online
C00950,Cliente 950,M,23,Sudeste,2024-11-30,,,Premium,120,Online
C00951,Cliente 951,M,60,Norte,2020-02-26,2024-05-16,Preço,Basic,60,Online
C00952,Cliente 952,F,42,Sul,2024-07-06,,,Basic,60,Google Ads
C00953,Cliente 953,M,56,Sul,2020-07-31,,,Standard,80,Online
C00954,Cliente 954,F,45,Sul,2023-07-26,,,Premium,120,Online
C00955,Cliente 955,M,50,Sudeste,2024-11-14,,,Standard,80,Google Ads
C00956,Cliente 956,M,54,Centro-Oeste,2023-11-04,2024-03-30,Preço,Standard,80,Indicação
C00957,Cliente 957,F,26,Nordeste,2020-04-26,,,Premium,120,Indicação
C00958,Cliente 958,M,35,Sudeste,2024-01-14,2024-09-14,Serviço,Premium,120,Facebook
C00959,Cliente 959,F,38,Sul,2021-08-21,2024-01-29,Serviço,Standard,80,Google Ads
C00960,Cliente 960,M,19,Sudeste,2021-02-13,,,Standard,80,Online
C00961,Cliente 961,M,60,Sudeste,2023-10-22,,,Basic,60,Facebook
C00962,Cliente 962,M,55,Sudeste,2024-12-03,,,Premium,120,Indicação
C00963,Cliente 963,F,57,Centro-Oeste,2022-03-22,,,Standard,80,Indicação
C00964,Cliente 964,M,53,Norte,2022-07-17,2024-06-04,Concorrência,Premium,120,Google Ads
C00965,Cliente 965,M,60,Nordeste,2023-02-10,,,Basic,60,Online
C00966,Cliente 966,M,54,Centro-Oeste,2023-04-02,,,Standard,80,Online
C00967,Cliente 967,M,32,Centro-Oeste,2020-01-04,,,Standard,80,Facebook
C00968,Cliente 968,F,45,Norte,2024-07-11,,,Standard,80,Indicação
C00969,Cliente 969,F,35,Centro-Oeste,2020-01-23,,,Basic,60,Facebook
C00970,Cliente 970,M,51,Sudeste,2022-07-09,,,Standard,80,Facebook
C00971,Cliente 971,F,39,Sudeste,2022-01-14,,,Standard,80,Facebook
C00972,Cliente 972,M,28,Sul,2021-08-24,,,Standard,80,Online
C00973,Cliente 973,M,30,Centro-Oeste,2022-09-14,,,Basic,60,Indicação
C00974,Cliente 974,M,21,Sul,2024-11-25,,,Standard,80,Facebook
C00975,Cliente 975,F,39,Nordeste,2023-01-20,2024-02-03,Uso baixo,Basic,60,Indicação
C00976,Cliente 976,F,24,Sudeste,2021-04-13,,,Basic,60,Indicação
C00977,Cliente 977,F,60,Nordeste,2022-08-27,,,Standard,80,Facebook
C00978,Cliente 978,F,41,Norte,2023-03-24,,,Premium,120,Facebook
C00979,Cliente 979,F,21,Sudeste,2021-09-18,2024-08-24,Serviço,Standard,80,Google Ads
C00980,Cliente 980,F,45,Nordeste,2020-07-25,2024-02-26,Concorrência,Standard,80,Online
C00981,Cliente 981,F,32,Norte,2022-10-10,2024-08-01,Concorrência,Basic,60,Indicação
C00982,Cliente 982,F,18,Nordeste,2020-03-21,,,Standard,80,Facebook
C00983,Cliente 983,F,20,Norte,2021-09-06,2024-10-21,Serviço,Basic,60,Facebook
C00984,Cliente 984,M,31,Norte,2021-04-27,2024-04-28,Concorrência,Premium,120,Indicação
C00985,Cliente 985,F,55,Sudeste,2021-08-14,,,Premium,120,Facebook
C00986,Cliente 986,F,18,Sul,2023-12-01,,,Standard,80,Google Ads
C00987,Cliente 987,F,55,Norte,2023-01-31,2024-12-21,Preço,Standard,80,Indicação
C00988,Cliente 988,F,55,Norte,2023-06-17,,,Standard,80,Facebook
C00989,Cliente 989,F,38,Sudeste,2023-07-12,,,Standard,80,Indicação
C00990,Cliente 990,F,46,Sul,2020-02-02,,,Basic,60,Facebook
C00991,Cliente 991,F,22,Centro-Oeste,2020-02-04,,,Basic,60,Facebook
C00992,Cliente 992,F,27,Centro-Oeste,2023-06-26,,,Standard,80,Online
C00993,Cliente 993,F,45,Sul,2022-09-26,,,Premium,120,Indicação
C00994,Cliente 994,F,38,Nordeste,2022-12-09,,,Basic,60,Online
C00995,Cliente 995,F,24,Sudeste,2020-10-06,2024-09-14,Uso baixo,Basic,60,Facebook
C00996,Cliente 996,M,20,Sul,2024-11-12,,,Standard,80,Indicação
C00997,Cliente 997,M,62,Centro-Oeste,2020-05-31,,,Premium,120,Indicação
C00998,Cliente 998,F,64,Norte,2024-08-09,,,Basic,60,Google Ads
C00999,Cliente 999,F,37,Centro-Oeste,2024-04-23,,,Basic,60,Google Ads
C01000,Cliente 1000,M,36,Norte,2021-12-01,,,Standard,80,Facebook
C01001,Cliente 1001,F,52,Sudeste,2024-04-09,,,Standard,80,Facebook
C01002,Cliente 1002,M,21,Norte,2024-11-14,2024-07-07,Concorrência,Basic,60,Facebook
C01003,Cliente 1003,M,22,Sul,2022-01-04,,,Basic,60,Facebook
C01004,Cliente 1004,M,18,Norte,2022-10-15,,,Standard,80,Google Ads
C01005,Cliente 1005,M,21,Nordeste,2023-06-07,,,Standard,80,Indicação
C01006,Cliente 1006,M,29,Sul,2021-10-26,,,Premium,120,Online
C01007,Cliente 1007,F,44,Sudeste,2022-07-11,2024-08-18,Serviço,Standard,80,Indicação
C01008,Cliente 1008,M,59,Sul,2023-08-04,2024-07-16,Concorrência,Basic,60,Indicação
C01009,Cliente 1009,F,40,Nordeste,2023-11-19,,,Standard,80,Google Ads
C01010,Cliente 1010,F,42,Sudeste,2021-03-28,,,Standard,80,Indicação
C01011,Cliente 1011,M,38,Centro-Oeste,2021-09-11,,,Basic,60,Indicação
C01012,Cliente 1012,M,41,Nordeste,2022-11-22,2024-11-22,Serviço,Premium,120,Facebook
C01013,Cliente 1013,F,42,Sudeste,2023-10-18,,,Premium,120,Online
C01014,Cliente 1014,M,62,Norte,2023-02-08,,,Basic,60,Indicação
C01015,Cliente 1015,M,63,Sul,2023-02-18,,,Basic,60,Indicação
C01016,Cliente 1016,F,49,Sudeste,2020-01-16,,,Basic,60,Online
C01017,Cliente 1017,F,49,Sul,2022-01-08,,,Basic,60,Facebook
C01018,Cliente 1018,M,22,Norte,2024-03-26,,,Standard,80,Google Ads
C01019,Cliente 1019,F,53,Sudeste,2021-12-15,,,Standard,80,Google Ads
C01020,Cliente 1020,M,63,Centro-Oeste,2021-12-14,,,Premium,120,Indicação
C01021,Cliente 1021,M,59,Nordeste,2020-04-07,2024-09-08,Serviço,Basic,60,Facebook
C01022,Cliente 1022,M,59,Sudeste,2020-04-25,,,Standard,80,Google Ads
C01023,Cliente 1023,F,56,Norte,2022-08-22,,,Premium,120,Google Ads
C01024,Cliente 1024,F,33,Sudeste,2024-02-03,2024-07-11,Preço,Standard,80,Google Ads
C01025,Cliente 1025,F,50,Sul,2024-01-02,2024-03-10,Uso baixo,Basic,60,Google Ads
C01026,Cliente 1026,F,38,Sudeste,2023-07-28,,,Basic,60,Google Ads
C01027,Cliente 1027,F,26,Centro-Oeste,2020-12-14,,,Basic,60,Indicação
C01028,Cliente 1028,M,23,Sudeste,2020-08-19,,,Premium,120,Google Ads
C01029,Cliente 1029,M,62,Nordeste,2023-02-08,,,Premium,120,Indicação
C01030,Cliente 1030,M,52,Sudeste,2023-10-07,2024-05-25,Concorrência,Premium,120,Online
C01031,Cliente 1031,M,56,Sul,2022-11-01,,,Premium,120,Online
C01032,Cliente 1032,F,39,Sudeste,2022-09-10,,,Basic,60,Facebook
C01033,Cliente 1033,M,58,Centro-Oeste,2024-02-20,,,Premium,120,Indicação
C01034,Cliente 1034,F,22,Norte,2024-04-05,,,Premium,120,Facebook
C01035,Cliente 1035,M,59,Sudeste,2021-09-30,,,Basic,60,Online
C01036,Cliente 1036,F,40,Sudeste,2020-10-11,,,Basic,60,Online
C01037,Cliente 1037,F,34,Nordeste,2024-07-14,,,Standard,80,Online
C01038,Cliente 1038,M,29,Centro-Oeste,2021-09-27,,,Basic,60,Online
C01039,Cliente 1039,M,40,Norte,2021-06-28,,,Basic,60,Google Ads
C01040,Cliente 1040,M,33,Sul,2021-01-26,,,Premium,120,Online
C01041,Cliente 1041,M,20,Sudeste,2023-04-08,,,Premium,120,Google Ads
C01042,Cliente 1042,F,47,Norte,2020-03-17,,,Basic,60,Google Ads
C01043,Cliente 1043,M,39,Sul,2020-10-23,,,Standard,80,Facebook
C01044,Cliente 1044,M,26,Centro-Oeste,2020-11-25,,,Premium,120,Google Ads
C01045,Cliente 1045,F,46,Centro-Oeste,2022-12-22,2024-08-06,Preço,Standard,80,Facebook
C01046,Cliente 1046,M,64,Norte,2020-09-26,,,Basic,60,Google Ads
C01047,Cliente 1047,M,54,Sul,2020-08-03,2024-07-12,Uso baixo,Standard,80,Google Ads
C01048,Cliente 1048,M,40,Centro-Oeste,2023-04-28,,,Premium,120,Online
C01049,Cliente 1049,M,30,Norte,2023-01-03,,,Premium,120,Indicação
C01050,Cliente 1050,M,49,Centro-Oeste,2024-09-05,,,Basic,60,Google Ads
C01051,Cliente 1051,F,63,Centro-Oeste,2021-05-24,,,Basic,60,Indicação
C01052,Cliente 1052,M,64,Centro-Oeste,2021-08-01,2024-03-25,Concorrência,Premium,120,Indicação
C01053,Cliente 1053,M,40,Nordeste,2023-01-21,,,Basic,60,Indicação
C01054,Cliente 1054,M,62,Sul,2022-12-12,,,Standard,80,Google Ads
C01055,Cliente 1055,M,34,Norte,2021-05-10,,,Basic,60,Indicação
C01056,Cliente 1056,M,57,Norte,2022-08-05,2024-12-01,Uso baixo,Basic,60,Google Ads
C01057,Cliente 1057,F,38,Sul,2020-04-03,,,Standard,80,Online
C01058,Cliente 1058,M,19,Sul,2021-09-16,,,Basic,60,Google Ads
C01059,Cliente 1059,F,54,Sul,2020-08-16,,,Premium,120,Facebook
C01060,Cliente 1060,F,23,Sul,2020-09-06,,,Basic,60,Online
C01061,Cliente 1061,M,61,Sudeste,2023-11-15,,,Premium,120,Indicação
C01062,Cliente 1062,M,35,Norte,2021-12-21,,,Premium,120,Indicação
C01063,Cliente 1063,M,47,Sudeste,2022-09-06,2024-10-16,Concorrência,Basic,60,Facebook
C01064,Cliente 1064,M,39,Centro-Oeste,2020-06-30,2024-01-05,Preço,Standard,80,Online
C01065,Cliente 1065,F,50,Centro-Oeste,2020-09-23,2024-08-13,Serviço,Basic,60,Facebook
C01066,Cliente 1066,M,47,Norte,2022-09-30,,,Standard,80,Indicação
C01067,Cliente 1067,M,34,Centro-Oeste,2020-10-07,2024-08-25,Uso baixo,Standard,80,Google Ads
C01068,Cliente 1068,M,60,Sul,2022-08-19,,,Basic,60,Indicação
C01069,Cliente 1069,M,49,Sudeste,2021-10-28,,,Standard,80,Facebook
C01070,Cliente 1070,M,59,Sul,2023-01-11,2024-04-12,Concorrência,Standard,80,Google Ads
C01071,Cliente 1071,M,31,Centro-Oeste,2023-04-24,2024-08-23,Serviço,Premium,120,Google Ads
C01072,Cliente 1072,F,27,Sudeste,2024-08-01,,,Basic,60,Indicação
C01073,Cliente 1073,F,64,Sul,2024-05-09,2024-06-20,Serviço,Standard,80,Google Ads
C01074,Cliente 1074,M,53,Norte,2021-06-14,2024-10-11,Preço,Basic,60,Online
C01075,Cliente 1075,M,51,Sul,2023-10-03,,,Premium,120,Indicação
C01076,Cliente 1076,M,26,Centro-Oeste,2021-02-26,,,Basic,60,Indicação
C01077,Cliente 1077,F,59,Sudeste,2022-09-07,2024-02-22,Preço,Standard,80,Online
C01078,Cliente 1078,M,45,Norte,2021-03-29,,,Basic,60,Indicação
C01079,Cliente 1079,F,28,Sudeste,2020-09-23,,,Standard,80,Facebook
C01080,Cliente 1080,M,31,Norte,2021-05-21,2024-02-28,Uso baixo,Premium,120,Facebook
C01081,Cliente 1081,M,56,Sudeste,2023-03-11,,,Standard,80,Indicação
C01082,Cliente 1082,M,64,Centro-Oeste,2020-11-11,,,Standard,80,Online
C01083,Cliente 1083,M,36,Norte,2024-08-26,,,Standard,80,Google Ads
C01084,Cliente 1084,F,32,Nordeste,2022-02-02,,,Premium,120,Online
C01085,Cliente 1085,F,45,Sudeste,2023-06-09,2024-09-02,Concorrência,Standard,80,Facebook
C01086,Cliente 1086,M,41,Sudeste,2023-08-13,,,Premium,120,Indicação
C01087,Cliente 1087,M,25,Sul,2022-06-16,,,Standard,80,Online
C01088,Cliente 1088,F,60,Norte,2022-08-10,2024-08-01,Uso baixo,Standard,80,Google Ads
C01089,Cliente 1089,F,26,Nordeste,2022-05-24,2024-03-18,Preço,Basic,60,Google Ads
C01090,Cliente 1090,F,64,Centro-Oeste,2024-05-14,,,Standard,80,Google Ads
C01091,Cliente 1091,F,50,Sul,2022-07-04,2024-11-02,Uso baixo,Basic,60,Google Ads
C01092,Cliente 1092,M,50,Nordeste,2020-01-22,,,Premium,120,Online
C01093,Cliente 1093,F,36,Norte,2021-01-18,,,Standard,80,Google Ads
C01094,Cliente 1094,M,20,Nordeste,2023-02-23,,,Premium,120,Facebook
C01095,Cliente 1095,F,27,Sudeste,2020-04-12,,,Basic,60,Google Ads
C01096,Cliente 1096,F,57,Sudeste,2022-06-18,,,Basic,60,Facebook
C01097,Cliente 1097,F,64,Sul,2022-01-02,,,Premium,120,Online
C01098,Cliente 1098,F,59,Norte,2020-04-19,,,Basic,60,Facebook
C01099,Cliente 1099,F,18,Norte,2024-05-12,,,Standard,80,Online
C01100,Cliente 1100,M,46,Nordeste,2024-02-04,,,Premium,120,Google Ads
C01101,Cliente 1101,M,51,Sul,2022-12-24,,,Standard,80,Indicação
C01102,Cliente 1102,F,30,Norte,2024-02-04,,,Basic,60,Facebook
C01103,Cliente 1103,F,18,Sudeste,2024-05-12,,,Premium,120,Facebook
C01104,Cliente 1104,M,51,Nordeste,2021-10-31,,,Basic,60,Indicação
C01105,Cliente 1105,F,46,Centro-Oeste,2023-01-04,,,Premium,120,Online
C01106,Cliente 1106,F,64,Sudeste,2022-11-08,,,Basic,60,Online
C01107,Cliente 1107,M,30,Sul,2021-01-18,,,Standard,80,Google Ads
C01108,Cliente 1108,F,46,Norte,2020-07-08,2024-10-09,Concorrência,Basic,60,Facebook
C01109,Cliente 1109,F,56,Sudeste,2022-01-31,2024-03-01,Preço,Standard,80,Online
C01110,Cliente 1110,M,41,Centro-Oeste,2020-12-25,2024-08-02,Serviço,Basic,60,Google Ads
C01111,Cliente 1111,M,43,Centro-Oeste,2022-05-24,,,Premium,120,Online
C01112,Cliente 1112,M,34,Sul,2022-06-04,,,Standard,80,Indicação
C01113,Cliente 1113,F,24,Sudeste,2024-01-15,,,Basic,60,Indicação
C01114,Cliente 1114,M,30,Nordeste,2020-03-19,2024-02-14,Preço,Standard,80,Indicação
C01115,Cliente 1115,M,22,Sudeste,2021-08-18,,,Standard,80,Google Ads
C01116,Cliente 1116,M,43,Centro-Oeste,2023-04-10,,,Basic,60,Facebook
C01117,Cliente 1117,M,20,Sul,2023-05-20,,,Basic,60,Indicação
C01118,Cliente 1118,M,24,Sul,2022-06-04,,,Standard,80,Indicação
C01119,Cliente 1119,M,56,Nordeste,2022-10-11,,,Basic,60,Online
C01120,Cliente 1120,F,18,Sul,2024-01-08,,,Basic,60,Indicação
C01121,Cliente 1121,F,34,Sul,2020-05-28,2024-06-20,Preço,Basic,60,Facebook
C01122,Cliente 1122,M,60,Sul,2020-01-10,,,Standard,80,Google Ads
C01123,Cliente 1123,M,42,Sul,2024-04-14,,,Standard,80,Indicação
C01124,Cliente 1124,M,20,Sul,2022-03-02,,,Basic,60,Google Ads
C01125,Cliente 1125,F,32,Centro-Oeste,2022-12-14,,,Premium,120,Google Ads
C01126,Cliente 1126,F,46,Sudeste,2022-05-21,,,Premium,120,Facebook
C01127,Cliente 1127,F,60,Norte,2024-07-20,,,Basic,60,Online
C01128,Cliente 1128,F,49,Sul,2020-06-28,,,Basic,60,Online
C01129,Cliente 1129,F,43,Norte,2022-01-13,2024-04-04,Concorrência,Premium,120,Google Ads
C01130,Cliente 1130,F,33,Norte,2021-01-15,,,Standard,80,Indicação
C01131,Cliente 1131,F,42,Centro-Oeste,2023-12-16,,,Basic,60,Google Ads
C01132,Cliente 1132,F,45,Sul,2021-03-26,,,Standard,80,Online
C01133,Cliente 1133,F,26,Norte,2023-01-21,2024-02-13,Uso baixo,Standard,80,Indicação
C01134,Cliente 1134,M,18,Sul,2024-03-23,,,Basic,60,Online
C01135,Cliente 1135,M,46,Nordeste,2023-12-07,,,Standard,80,Facebook
C01136,Cliente 1136,M,39,Nordeste,2024-11-17,,,Standard,80,Online
C01137,Cliente 1137,M,33,Nordeste,2021-01-28,,,Standard,80,Indicação
C01138,Cliente 1138,F,58,Norte,2022-08-22,,,Premium,120,Indicação
C01139,Cliente 1139,F,61,Nordeste,2023-09-16,,,Basic,60,Google Ads
C01140,Cliente 1140,M,58,Centro-Oeste,2024-09-27,,,Standard,80,Indicação
C01141,Cliente 1141,F,24,Centro-Oeste,2021-03-08,2024-03-02,Preço,Standard,80,Facebook
C01142,Cliente 1142,M,31,Norte,2022-08-11,,,Standard,80,Online
C01143,Cliente 1143,F,46,Sul,2023-04-01,2024-08-06,Concorrência,Basic,60,Google Ads
C01144,Cliente 1144,M,36,Sudeste,2022-08-03,,,Basic,60,Google Ads
C01145,Cliente 1145,F,36,Sul,2022-11-29,,,Basic,60,Indicação
C01146,Cliente 1146,F,19,Sul,2022-02-04,,,Basic,60,Facebook
C01147,Cliente 1147,M,58,Sul,2022-06-26,,,Basic,60,Google Ads
